Lambda,phi_a,sigma_a,alpha,phi_b,sigma_b,weight
0.7012410905491973,-0.017494410995907483,0.011745651371358705,2.7561095266763624,0.06264022242804067,0.1505751812709704,0.0
0.8614937177983255,-0.16478920671165778,0.0738616262771667,2.9782934364359437,0.20528733943890531,0.1408162716981651,0.0
1.6412450993957322,-0.14093106817018022,0.06626474988568432,0.838607561909291,0.08603695638126248,0.04366488073422221,0.0
1.6785259961991097,-0.09262742453128003,0.06213530563425951,2.6694627460246667,0.21982892154382921,0.03279566666661175,0.0
1.3610945347208008,-0.059847019870407636,0.025413503562117853,1.1835459930148455,0.2366606946189925,0.17108811071924182,0.0
1.1635724511577614,-0.1842749424527871,0.2867138191128448,1.6303806612122431,0.08867187231843547,0.10706774174372967,0.0
1.4573900160822233,-0.04528459763025691,0.07852031757430654,2.455445197705457,0.2694504212332489,0.07258519061490624,0.0
1.6573200881018055,-0.023215915621833005,0.12841674217490828,1.603877679095222,0.33523730573633964,0.14431419696360567,0.0
1.3750434141654424,-0.011047101536278248,0.07689274545383365,2.600257379486377,0.28150166724369347,0.08486513848166322,0.0
1.547550580498539,0.137647982419698,0.02821447914060698,2.0209140445723786,0.22770131637430535,0.11501150727941989,0.0
1.3219527275174785,0.010508505084683734,0.017219196487227865,1.5147489206418752,0.32073095125583806,0.21318806507293017,0.0
1.2902157920625958,0.12817956957722065,0.14685003554773257,2.41346069826518,0.2555688499179005,0.19828161886757642,0.0
